time,tavg,tmin,tmax,prcp,location,snow,wdir,wspd,wpgt,pres,tsun
01-01-1990,22.9,19.1,28.4,,BangaloreCity,,,,,,
02-01-1990,21.7,,26.5,0.0,BangaloreCity,,,,,,
03-01-1990,21.0,16.4,26.5,0.0,BangaloreCity,,,,,,
04-01-1990,20.8,,27.4,0.0,BangaloreCity,,,,,,
05-01-1990,20.4,14.2,26.1,0.0,BangaloreCity,,,,,,
06-01-1990,20.4,17.1,24.2,,BangaloreCity,,,,,,
07-01-1990,18.8,,20.5,,BangaloreCity,,,,,,
08-01-1990,20.0,16.6,25.1,0.0,BangaloreCity,,,,,,
09-01-1990,21.0,15.5,,0.0,BangaloreCity,,,,,,
10-01-1990,21.2,15.0,27.7,0.0,BangaloreCity,,,,,,
11-01-1990,21.8,16.0,28.5,0.0,BangaloreCity,,,,,,
12-01-1990,21.1,13.2,,0.0,BangaloreCity,,,,,,
13-01-1990,18.8,11.2,27.2,0.0,BangaloreCity,,,,,,
14-01-1990,19.8,11.5,29.0,0.0,BangaloreCity,,,,,,
15-01-1990,21.0,11.5,30.3,0.0,BangaloreCity,,,,,,
16-01-1990,22.1,12.6,29.7,0.0,BangaloreCity,,,,,,
17-01-1990,23.8,,29.0,0.0,BangaloreCity,,,,,,
18-01-1990,20.1,13.8,,0.0,BangaloreCity,,,,,,
19-01-1990,21.3,12.2,30.7,0.0,BangaloreCity,,,,,,
20-01-1990,20.3,13.0,30.7,0.0,BangaloreCity,,,,,,
21-01-1990,23.8,,,0.0,BangaloreCity,,,,,,
22-01-1990,22.2,13.2,30.4,0.0,BangaloreCity,,,,,,
23-01-1990,20.7,14.7,,0.0,BangaloreCity,,,,,,
24-01-1990,21.5,14.5,29.0,0.0,BangaloreCity,,,,,,
25-01-1990,22.7,15.4,30.7,0.0,BangaloreCity,,,,,,
26-01-1990,22.7,14.0,30.4,0.0,BangaloreCity,,,,,,
27-01-1990,21.2,14.8,29.4,0.0,BangaloreCity,,,,,,
28-01-1990,19.2,14.0,29.7,0.0,BangaloreCity,,,,,,
29-01-1990,20.9,13.9,28.5,0.0,BangaloreCity,,,,,,
30-01-1990,21.4,14.3,30.0,0.0,BangaloreCity,,,,,,
31-01-1990,22.4,14.4,,0.0,BangaloreCity,,,,,,
01-02-1990,22.4,13.5,31.6,0.0,BangaloreCity,,,,,,
02-02-1990,22.4,14.5,31.9,0.0,BangaloreCity,,,,,,
03-02-1990,21.7,,29.9,0.0,BangaloreCity,,,,,,
04-02-1990,22.8,,30.5,0.0,BangaloreCity,,,,,,
05-02-1990,22.9,14.0,31.3,0.0,BangaloreCity,,,,,,
06-02-1990,22.3,15.9,29.7,0.0,BangaloreCity,,,,,,
07-02-1990,20.2,12.5,27.3,0.0,BangaloreCity,,,,,,
08-02-1990,22.3,16.9,28.0,0.0,BangaloreCity,,,,,,
09-02-1990,22.8,,28.3,0.0,BangaloreCity,,,,,,
10-02-1990,22.6,,,0.0,BangaloreCity,,,,,,
11-02-1990,22.9,17.9,28.5,0.0,BangaloreCity,,,,,,
12-02-1990,23.2,17.0,29.5,0.0,BangaloreCity,,,,,,
13-02-1990,23.1,,,0.0,BangaloreCity,,,,,,
14-02-1990,24.8,16.8,30.6,0.0,BangaloreCity,,,,,,
15-02-1990,24.7,19.4,31.5,0.0,BangaloreCity,,,,,,
16-02-1990,25.8,20.6,31.5,,BangaloreCity,,,,,,
17-02-1990,25.2,18.9,33.4,0.0,BangaloreCity,,,,,,
18-02-1990,23.9,18.8,32.6,0.0,BangaloreCity,,,,,,
19-02-1990,26.3,18.8,32.3,0.0,BangaloreCity,,,,,,
20-02-1990,24.8,18.8,31.0,0.0,BangaloreCity,,,,,,
21-02-1990,24.1,17.8,31.0,0.0,BangaloreCity,,,,,,
22-02-1990,24.3,16.4,31.9,0.0,BangaloreCity,,,,,,
23-02-1990,26.1,17.9,32.2,0.0,BangaloreCity,,,,,,
24-02-1990,25.6,18.8,31.5,0.0,BangaloreCity,,,,,,
25-02-1990,25.0,18.6,31.5,0.0,BangaloreCity,,,,,,
26-02-1990,25.2,19.0,,0.0,BangaloreCity,,,,,,
27-02-1990,23.6,18.6,29.5,,BangaloreCity,,,,,,
28-02-1990,27.4,20.1,,0.0,BangaloreCity,,,,,,
01-03-1990,26.0,21.4,31.5,0.0,BangaloreCity,,,,,,
02-03-1990,27.1,21.0,33.6,0.0,BangaloreCity,,,,,,
03-03-1990,25.9,20.9,31.6,0.0,BangaloreCity,,,,,,
04-03-1990,27.1,,31.5,0.0,BangaloreCity,,,,,,
05-03-1990,26.4,21.0,32.7,0.0,BangaloreCity,,,,,,
06-03-1990,27.6,,32.7,0.0,BangaloreCity,,,,,,
07-03-1990,26.7,21.8,32.4,0.0,BangaloreCity,,,,,,
08-03-1990,26.2,21.4,33.7,0.0,BangaloreCity,,,,,,
09-03-1990,26.3,20.5,31.5,0.0,BangaloreCity,,,,,,
10-03-1990,21.6,20.1,26.7,2.3,BangaloreCity,,,,,,
11-03-1990,23.1,20.0,28.5,1.0,BangaloreCity,,,,,,
12-03-1990,25.3,20.0,31.3,0.0,BangaloreCity,,,,,,
13-03-1990,26.4,21.5,32.7,0.3,BangaloreCity,,,,,,
14-03-1990,25.8,20.5,33.5,0.0,BangaloreCity,,,,,,
15-03-1990,28.1,21.0,34.6,0.0,BangaloreCity,,,,,,
16-03-1990,25.7,,32.5,0.0,BangaloreCity,,,,,,
17-03-1990,24.8,19.0,,0.0,BangaloreCity,,,,,,
18-03-1990,24.3,18.4,30.9,0.0,BangaloreCity,,,,,,
19-03-1990,26.2,18.0,32.0,0.0,BangaloreCity,,,,,,
20-03-1990,25.8,19.1,32.5,0.0,BangaloreCity,,,,,,
21-03-1990,26.9,20.3,33.5,0.0,BangaloreCity,,,,,,
22-03-1990,27.5,21.5,34.8,0.0,BangaloreCity,,,,,,
23-03-1990,27.8,22.1,33.8,0.0,BangaloreCity,,,,,,
24-03-1990,27.1,,,0.0,BangaloreCity,,,,,,
25-03-1990,27.6,,34.5,0.0,BangaloreCity,,,,,,
26-03-1990,26.9,21.0,33.9,0.0,BangaloreCity,,,,,,
27-03-1990,27.1,21.0,34.0,0.0,BangaloreCity,,,,,,
28-03-1990,28.8,,34.3,0.0,BangaloreCity,,,,,,
29-03-1990,27.8,23.4,33.0,0.0,BangaloreCity,,,,,,
30-03-1990,28.7,23.3,33.9,0.0,BangaloreCity,,,,,,
31-03-1990,28.5,22.1,34.4,0.0,BangaloreCity,,,,,,
01-04-1990,27.8,23.0,,0.0,BangaloreCity,,,,,,
02-04-1990,29.1,23.6,34.2,,BangaloreCity,,,,,,
03-04-1990,29.1,23.6,36.2,0.0,BangaloreCity,,,,,,
04-04-1990,27.8,,36.0,0.0,BangaloreCity,,,,,,
05-04-1990,26.3,22.1,34.0,0.0,BangaloreCity,,,,,,
06-04-1990,26.7,20.9,33.2,0.0,BangaloreCity,,,,,,
07-04-1990,28.4,,32.6,0.0,BangaloreCity,,,,,,
08-04-1990,27.9,22.2,34.0,,BangaloreCity,,,,,,
09-04-1990,27.8,22.4,34.0,0.0,BangaloreCity,,,,,,
10-04-1990,27.1,23.2,33.1,,BangaloreCity,,,,,,
11-04-1990,29.4,23.6,34.4,0.0,BangaloreCity,,,,,,
12-04-1990,27.9,23.9,32.4,0.0,BangaloreCity,,,,,,
13-04-1990,29.7,24.0,35.1,0.0,BangaloreCity,,,,,,
14-04-1990,28.4,25.3,36.8,,BangaloreCity,,,,,,
15-04-1990,29.7,,35.5,,BangaloreCity,,,,,,
16-04-1990,28.1,20.0,33.4,21.3,BangaloreCity,,,,,,
17-04-1990,26.7,21.2,32.0,8.4,BangaloreCity,,,,,,
18-04-1990,28.7,21.4,34.5,0.0,BangaloreCity,,,,,,
19-04-1990,28.2,22.6,34.4,0.0,BangaloreCity,,,,,,
20-04-1990,26.6,22.9,36.3,0.0,BangaloreCity,,,,,,
21-04-1990,28.7,22.1,36.3,0.0,BangaloreCity,,,,,,
22-04-1990,31.3,,36.0,0.0,BangaloreCity,,,,,,
23-04-1990,30.7,22.4,36.6,0.0,BangaloreCity,,,,,,
24-04-1990,30.0,24.2,36.4,0.0,BangaloreCity,,,,,,
25-04-1990,29.1,22.9,34.5,0.0,BangaloreCity,,,,,,
26-04-1990,28.5,22.8,,0.0,BangaloreCity,,,,,,
27-04-1990,29.9,22.2,35.1,182.1,BangaloreCity,,,,,,
28-04-1990,28.0,21.5,34.5,0.0,BangaloreCity,,,,,,
29-04-1990,28.1,,34.0,0.0,BangaloreCity,,,,,,
30-04-1990,27.2,,33.3,,BangaloreCity,,,,,,
01-05-1990,26.7,,33.3,1.5,BangaloreCity,,,,,,
02-05-1990,27.1,20.4,33.3,3.0,BangaloreCity,,,,,,
03-05-1990,26.1,22.6,32.3,0.0,BangaloreCity,,,,,,
04-05-1990,25.6,22.4,,0.5,BangaloreCity,,,,,,
05-05-1990,27.4,,33.3,0.0,BangaloreCity,,,,,,
06-05-1990,26.7,,32.6,0.0,BangaloreCity,,,,,,
07-05-1990,24.5,,31.5,0.0,BangaloreCity,,,,,,
08-05-1990,25.2,21.1,31.1,0.0,BangaloreCity,,,,,,
09-05-1990,26.9,22.6,31.0,0.0,BangaloreCity,,,,,,
10-05-1990,25.5,,,,BangaloreCity,,,,,,
11-05-1990,26.8,,32.1,,BangaloreCity,,,,,,
12-05-1990,27.1,23.0,30.7,1.0,BangaloreCity,,,,,,
13-05-1990,26.8,23.0,31.4,0.0,BangaloreCity,,,,,,
14-05-1990,26.9,22.5,33.7,0.0,BangaloreCity,,,,,,
15-05-1990,27.9,22.0,34.1,0.0,BangaloreCity,,,,,,
16-05-1990,27.6,20.9,34.6,0.0,BangaloreCity,,,,,,
17-05-1990,26.2,20.8,33.7,,BangaloreCity,,,,,,
18-05-1990,26.2,20.8,31.6,21.8,BangaloreCity,,,,,,
19-05-1990,26.4,21.4,32.5,0.0,BangaloreCity,,,,,,
20-05-1990,23.9,21.3,29.2,1.3,BangaloreCity,,,,,,
21-05-1990,24.8,21.4,28.0,2.3,BangaloreCity,,,,,,
22-05-1990,23.1,21.2,29.7,0.0,BangaloreCity,,,,,,
23-05-1990,24.2,21.6,31.5,2.0,BangaloreCity,,,,,,
24-05-1990,20.9,,,13.7,BangaloreCity,,,,,,
25-05-1990,23.4,19.4,29.2,85.1,BangaloreCity,,,,,,
26-05-1990,,,,,BangaloreCity,,,,,,
27-05-1990,,,,,BangaloreCity,,,,,,
28-05-1990,,,,,BangaloreCity,,,,,,
29-05-1990,,,,,BangaloreCity,,,,,,
30-05-1990,,,,,BangaloreCity,,,,,,
31-05-1990,25.1,,,,BangaloreCity,,,,,,
01-06-1990,25.5,20.0,32.0,0.0,BangaloreCity,,,,,,
02-06-1990,24.7,20.4,31.8,0.0,BangaloreCity,,,,,,
03-06-1990,22.9,19.8,28.6,15.0,BangaloreCity,,,,,,
04-06-1990,23.4,,27.3,0.0,BangaloreCity,,,,,,
05-06-1990,23.9,19.6,29.0,,BangaloreCity,,,,,,
06-06-1990,24.6,,30.3,0.0,BangaloreCity,,,,,,
07-06-1990,23.4,,30.3,0.0,BangaloreCity,,,,,,
08-06-1990,23.5,,30.3,0.0,BangaloreCity,,,,,,
09-06-1990,23.2,,29.3,0.0,BangaloreCity,,,,,,
10-06-1990,24.6,,29.3,5.8,BangaloreCity,,,,,,
11-06-1990,23.3,,26.1,5.1,BangaloreCity,,,,,,
12-06-1990,22.8,19.9,26.3,0.0,BangaloreCity,,,,,,
13-06-1990,23.8,20.1,28.2,1.5,BangaloreCity,,,,,,
14-06-1990,24.2,20.6,29.9,0.0,BangaloreCity,,,,,,
15-06-1990,23.5,20.8,,0.0,BangaloreCity,,,,,,
16-06-1990,23.6,20.2,28.8,0.0,BangaloreCity,,,,,,
17-06-1990,23.1,,26.8,0.0,BangaloreCity,,,,,,
18-06-1990,23.7,19.6,29.1,0.0,BangaloreCity,,,,,,
19-06-1990,24.3,,29.0,,BangaloreCity,,,,,,
20-06-1990,23.7,20.8,29.1,0.0,BangaloreCity,,,,,,
21-06-1990,23.6,20.2,,,BangaloreCity,,,,,,
22-06-1990,24.1,,29.5,,BangaloreCity,,,,,,
23-06-1990,24.5,19.9,30.0,0.0,BangaloreCity,,,,,,
24-06-1990,23.6,19.6,,0.0,BangaloreCity,,,,,,
25-06-1990,23.5,19.6,27.8,0.0,BangaloreCity,,,,,,
26-06-1990,23.2,19.8,26.5,,BangaloreCity,,,,,,
27-06-1990,22.6,20.2,27.8,0.0,BangaloreCity,,,,,,
28-06-1990,23.4,,28.3,6.1,BangaloreCity,,,,,,
29-06-1990,23.1,19.8,26.8,5.6,BangaloreCity,,,,,,
30-06-1990,23.4,20.0,28.6,1.0,BangaloreCity,,,,,,
01-07-1990,22.7,19.6,28.3,0.0,BangaloreCity,,,,,,
02-07-1990,22.3,19.5,26.9,8.4,BangaloreCity,,,,,,
03-07-1990,22.2,19.4,27.0,1.0,BangaloreCity,,,,,,
04-07-1990,22.3,19.7,29.1,0.0,BangaloreCity,,,,,,
05-07-1990,24.0,19.2,30.0,0.0,BangaloreCity,,,,,,
06-07-1990,23.8,20.1,29.5,,BangaloreCity,,,,,,
07-07-1990,22.9,20.2,28.0,0.0,BangaloreCity,,,,,,
08-07-1990,21.5,19.6,23.5,0.5,BangaloreCity,,,,,,
09-07-1990,22.7,19.4,27.1,0.3,BangaloreCity,,,,,,
10-07-1990,22.4,,26.8,9.7,BangaloreCity,,,,,,
11-07-1990,22.3,19.4,27.0,1.8,BangaloreCity,,,,,,
12-07-1990,21.3,19.5,22.8,0.0,BangaloreCity,,,,,,
13-07-1990,22.4,18.4,27.7,0.0,BangaloreCity,,,,,,
14-07-1990,22.5,18.8,28.3,,BangaloreCity,,,,,,
15-07-1990,22.2,19.0,27.5,0.0,BangaloreCity,,,,,,
16-07-1990,23.4,19.4,,0.0,BangaloreCity,,,,,,
17-07-1990,22.6,,27.7,0.0,BangaloreCity,,,,,,
18-07-1990,23.1,19.5,26.3,,BangaloreCity,,,,,,
19-07-1990,21.8,,29.0,,BangaloreCity,,,,,,
20-07-1990,23.8,19.4,29.4,2.0,BangaloreCity,,,,,,
21-07-1990,23.0,19.4,,0.0,BangaloreCity,,,,,,
22-07-1990,23.7,20.2,,,BangaloreCity,,,,,,
23-07-1990,21.7,19.0,27.1,0.0,BangaloreCity,,,,,,
24-07-1990,21.9,19.1,,0.0,BangaloreCity,,,,,,
25-07-1990,22.9,19.2,27.0,0.0,BangaloreCity,,,,,,
26-07-1990,23.1,18.8,29.0,,BangaloreCity,,,,,,
27-07-1990,23.5,18.5,32.3,,BangaloreCity,,,,,,
28-07-1990,24.6,,30.3,0.0,BangaloreCity,,,,,,
29-07-1990,23.8,19.2,30.5,,BangaloreCity,,,,,,
30-07-1990,24.1,19.6,31.3,0.0,BangaloreCity,,,,,,
31-07-1990,23.9,20.0,29.4,2.3,BangaloreCity,,,,,,
01-08-1990,22.4,20.3,30.4,0.0,BangaloreCity,,,,,,
02-08-1990,21.8,20.2,25.4,8.4,BangaloreCity,,,,,,
03-08-1990,22.6,20.0,27.5,3.6,BangaloreCity,,,,,,
04-08-1990,22.0,,28.0,0.0,BangaloreCity,,,,,,
05-08-1990,22.9,20.2,28.5,2.0,BangaloreCity,,,,,,
06-08-1990,23.1,,28.7,2.3,BangaloreCity,,,,,,
07-08-1990,21.4,19.0,24.0,10.4,BangaloreCity,,,,,,
08-08-1990,22.6,19.6,,0.0,BangaloreCity,,,,,,
09-08-1990,21.0,19.2,,0.8,BangaloreCity,,,,,,
10-08-1990,20.5,,24.5,9.1,BangaloreCity,,,,,,
11-08-1990,21.8,19.0,26.0,25.9,BangaloreCity,,,,,,
12-08-1990,22.3,19.6,26.5,0.3,BangaloreCity,,,,,,
13-08-1990,21.7,,,0.3,BangaloreCity,,,,,,
14-08-1990,20.3,18.7,22.2,4.1,BangaloreCity,,,,,,
15-08-1990,21.4,,23.5,7.6,BangaloreCity,,,,,,
16-08-1990,21.4,19.3,25.5,0.5,BangaloreCity,,,,,,
17-08-1990,22.3,19.4,26.2,0.0,BangaloreCity,,,,,,
18-08-1990,22.4,19.5,27.0,0.0,BangaloreCity,,,,,,
19-08-1990,22.4,19.0,27.2,0.0,BangaloreCity,,,,,,
20-08-1990,22.7,19.4,26.5,,BangaloreCity,,,,,,
21-08-1990,22.2,20.0,26.8,0.0,BangaloreCity,,,,,,
22-08-1990,22.3,19.4,26.5,,BangaloreCity,,,,,,
23-08-1990,22.8,20.0,27.5,0.0,BangaloreCity,,,,,,
24-08-1990,23.6,19.9,28.0,0.0,BangaloreCity,,,,,,
25-08-1990,24.2,20.2,29.2,,BangaloreCity,,,,,,
26-08-1990,23.2,20.0,29.4,,BangaloreCity,,,,,,
27-08-1990,22.3,20.2,25.7,,BangaloreCity,,,,,,
28-08-1990,22.4,19.6,28.5,,BangaloreCity,,,,,,
29-08-1990,22.3,20.0,27.3,,BangaloreCity,,,,,,
30-08-1990,23.3,19.2,28.0,0.0,BangaloreCity,,,,,,
31-08-1990,23.5,19.3,27.3,0.0,BangaloreCity,,,,,,
01-09-1990,23.0,19.0,28.4,0.0,BangaloreCity,,,,,,
02-09-1990,25.1,20.5,29.5,0.0,BangaloreCity,,,,,,
03-09-1990,25.8,,30.0,,BangaloreCity,,,,,,
04-09-1990,21.9,19.5,26.7,0.3,BangaloreCity,,,,,,
05-09-1990,21.6,,26.5,0.0,BangaloreCity,,,,,,
06-09-1990,22.2,19.3,27.2,,BangaloreCity,,,,,,
07-09-1990,22.9,,,0.0,BangaloreCity,,,,,,
08-09-1990,23.3,,30.3,,BangaloreCity,,,,,,
09-09-1990,22.8,,27.5,0.0,BangaloreCity,,,,,,
10-09-1990,25.2,19.9,29.7,0.0,BangaloreCity,,,,,,
11-09-1990,24.0,20.2,28.8,0.0,BangaloreCity,,,,,,
12-09-1990,24.3,20.2,29.5,0.0,BangaloreCity,,,,,,
13-09-1990,23.1,,,0.0,BangaloreCity,,,,,,
14-09-1990,24.4,19.6,28.6,0.0,BangaloreCity,,,,,,
15-09-1990,26.1,20.1,30.7,0.0,BangaloreCity,,,,,,
16-09-1990,25.3,21.0,30.7,0.0,BangaloreCity,,,,,,
17-09-1990,24.6,20.9,31.2,0.0,BangaloreCity,,,,,,
18-09-1990,24.6,20.3,29.7,9.1,BangaloreCity,,,,,,
19-09-1990,22.8,,29.4,0.0,BangaloreCity,,,,,,
20-09-1990,23.8,19.4,30.0,,BangaloreCity,,,,,,
21-09-1990,22.6,,29.0,6.4,BangaloreCity,,,,,,
22-09-1990,24.3,20.3,30.0,5.3,BangaloreCity,,,,,,
23-09-1990,24.1,,30.5,0.0,BangaloreCity,,,,,,
24-09-1990,22.3,19.4,28.0,17.5,BangaloreCity,,,,,,
25-09-1990,22.6,19.6,25.5,2.3,BangaloreCity,,,,,,
26-09-1990,24.8,19.5,29.5,0.0,BangaloreCity,,,,,,
27-09-1990,24.1,20.9,28.8,0.0,BangaloreCity,,,,,,
28-09-1990,22.8,20.5,26.6,0.0,BangaloreCity,,,,,,
29-09-1990,23.3,19.6,28.3,,BangaloreCity,,,,,,
30-09-1990,22.9,20.0,27.0,,BangaloreCity,,,,,,
01-10-1990,23.6,,28.5,0.0,BangaloreCity,,,,,,
02-10-1990,23.6,19.8,27.5,0.3,BangaloreCity,,,,,,
03-10-1990,22.8,19.7,26.2,0.0,BangaloreCity,,,,,,
04-10-1990,23.2,18.5,29.8,0.3,BangaloreCity,,,,,,
05-10-1990,24.1,18.9,30.5,0.0,BangaloreCity,,,,,,
06-10-1990,24.2,18.5,30.8,0.0,BangaloreCity,,,,,,
07-10-1990,25.1,19.7,31.0,0.0,BangaloreCity,,,,,,
08-10-1990,25.0,19.8,,0.0,BangaloreCity,,,,,,
09-10-1990,24.8,19.0,30.3,0.0,BangaloreCity,,,,,,
10-10-1990,24.9,20.8,28.8,0.0,BangaloreCity,,,,,,
11-10-1990,24.8,,,0.0,BangaloreCity,,,,,,
12-10-1990,23.5,,30.2,,BangaloreCity,,,,,,
13-10-1990,23.7,18.9,29.6,,BangaloreCity,,,,,,
14-10-1990,23.4,19.8,28.0,25.7,BangaloreCity,,,,,,
15-10-1990,23.5,20.0,28.5,0.0,BangaloreCity,,,,,,
16-10-1990,23.3,19.8,29.0,0.0,BangaloreCity,,,,,,
17-10-1990,24.3,20.0,29.5,0.3,BangaloreCity,,,,,,
18-10-1990,23.3,19.4,29.3,0.0,BangaloreCity,,,,,,
19-10-1990,22.1,19.4,25.5,0.3,BangaloreCity,,,,,,
20-10-1990,23.3,18.4,,1.8,BangaloreCity,,,,,,
21-10-1990,24.2,19.5,27.5,0.0,BangaloreCity,,,,,,
22-10-1990,21.8,18.2,,,BangaloreCity,,,,,,
23-10-1990,21.3,19.5,27.2,,BangaloreCity,,,,,,
24-10-1990,21.7,19.0,25.5,,BangaloreCity,,,,,,
25-10-1990,22.5,19.9,26.3,0.0,BangaloreCity,,,,,,
26-10-1990,22.5,20.0,26.3,,BangaloreCity,,,,,,
27-10-1990,22.3,19.5,26.0,0.0,BangaloreCity,,,,,,
28-10-1990,22.8,19.4,,0.0,BangaloreCity,,,,,,
29-10-1990,21.4,20.0,,0.0,BangaloreCity,,,,,,
30-10-1990,20.9,19.4,24.0,8.9,BangaloreCity,,,,,,
31-10-1990,,,,,BangaloreCity,,,,,,
01-11-1990,19.9,19.4,21.4,8.1,BangaloreCity,,,,,,
02-11-1990,21.7,18.2,26.0,3.0,BangaloreCity,,,,,,
03-11-1990,21.3,17.2,27.7,0.0,BangaloreCity,,,,,,
04-11-1990,21.2,18.5,,0.0,BangaloreCity,,,,,,
05-11-1990,,,,,BangaloreCity,,,,,,
06-11-1990,23.1,18.3,27.6,0.0,BangaloreCity,,,,,,
07-11-1990,,,,,BangaloreCity,,,,,,
08-11-1990,21.6,17.7,,,BangaloreCity,,,,,,
09-11-1990,20.9,19.2,,0.0,BangaloreCity,,,,,,
10-11-1990,22.6,19.7,,0.0,BangaloreCity,,,,,,
11-11-1990,22.7,,28.2,0.0,BangaloreCity,,,,,,
12-11-1990,21.4,,28.3,0.0,BangaloreCity,,,,,,
13-11-1990,21.4,14.6,29.3,0.0,BangaloreCity,,,,,,
14-11-1990,21.6,17.1,29.5,,BangaloreCity,,,,,,
15-11-1990,,,,,BangaloreCity,,,,,,
16-11-1990,21.8,20.4,26.0,0.0,BangaloreCity,,,,,,
17-11-1990,22.8,20.0,,,BangaloreCity,,,,,,
18-11-1990,24.2,19.4,,0.0,BangaloreCity,,,,,,
19-11-1990,21.5,,28.5,0.0,BangaloreCity,,,,,,
20-11-1990,23.2,17.2,28.5,0.0,BangaloreCity,,,,,,
21-11-1990,,,,,BangaloreCity,,,,,,
22-11-1990,24.0,,28.9,0.0,BangaloreCity,,,,,,
23-11-1990,,,,,BangaloreCity,,,,,,
24-11-1990,21.9,20.0,29.5,0.0,BangaloreCity,,,,,,
25-11-1990,,,,,BangaloreCity,,,,,,
26-11-1990,20.4,,,7.9,BangaloreCity,,,,,,
27-11-1990,,,,,BangaloreCity,,,,,,
28-11-1990,20.8,,24.5,80.5,BangaloreCity,,,,,,
29-11-1990,21.2,16.0,26.6,0.0,BangaloreCity,,,,,,
30-11-1990,22.4,16.1,27.6,0.0,BangaloreCity,,,,,,
01-12-1990,20.8,15.6,27.0,0.0,BangaloreCity,,,,,,
02-12-1990,20.3,16.6,26.5,0.0,BangaloreCity,,,,,,
03-12-1990,21.3,16.8,26.2,,BangaloreCity,,,,,,
04-12-1990,20.0,18.8,21.6,,BangaloreCity,,,,,,
05-12-1990,20.7,,25.5,,BangaloreCity,,,,,,
06-12-1990,20.8,17.0,25.5,0.0,BangaloreCity,,,,,,
07-12-1990,20.8,17.0,26.1,0.0,BangaloreCity,,,,,,
08-12-1990,20.9,16.4,25.2,0.0,BangaloreCity,,,,,,
09-12-1990,19.7,,25.5,0.0,BangaloreCity,,,,,,
10-12-1990,21.2,,26.5,0.0,BangaloreCity,,,,,,
11-12-1990,20.6,14.7,26.5,0.0,BangaloreCity,,,,,,
12-12-1990,20.2,14.9,25.6,0.0,BangaloreCity,,,,,,
13-12-1990,19.4,,26.0,0.0,BangaloreCity,,,,,,
14-12-1990,19.7,,24.3,0.0,BangaloreCity,,,,,,
15-12-1990,19.7,15.6,27.5,0.0,BangaloreCity,,,,,,
16-12-1990,21.3,15.2,28.1,0.0,BangaloreCity,,,,,,
17-12-1990,22.6,15.1,29.3,0.0,BangaloreCity,,,,,,
18-12-1990,22.4,16.0,27.5,0.0,BangaloreCity,,,,,,
19-12-1990,21.4,16.0,28.1,0.0,BangaloreCity,,,,,,
20-12-1990,20.7,15.4,27.1,0.0,BangaloreCity,,,,,,
21-12-1990,21.9,,27.0,0.0,BangaloreCity,,,,,,
22-12-1990,20.4,16.4,27.0,0.0,BangaloreCity,,,,,,
23-12-1990,21.6,16.4,27.3,0.0,BangaloreCity,,,,,,
24-12-1990,20.4,,24.4,0.0,BangaloreCity,,,,,,
25-12-1990,22.4,16.2,,0.0,BangaloreCity,,,,,,
26-12-1990,20.3,,27.2,0.0,BangaloreCity,,,,,,
27-12-1990,,,,,BangaloreCity,,,,,,
28-12-1990,20.7,13.6,25.4,0.0,BangaloreCity,,,,,,
29-12-1990,20.3,16.0,,0.0,BangaloreCity,,,,,,
30-12-1990,23.0,18.0,,,BangaloreCity,,,,,,
31-12-1990,23.6,19.0,27.2,0.0,BangaloreCity,,,,,,
01-01-1991,23.6,20.0,27.6,0.3,BangaloreCity,,,,,,
02-01-1991,23.9,,29.7,0.0,BangaloreCity,,,,,,
03-01-1991,22.8,16.2,30.3,0.0,BangaloreCity,,,,,,
04-01-1991,22.9,17.9,29.0,0.0,BangaloreCity,,,,,,
05-01-1991,23.1,19.2,27.7,0.0,BangaloreCity,,,,,,
06-01-1991,22.7,17.5,28.5,0.0,BangaloreCity,,,,,,
07-01-1991,22.3,,,0.0,BangaloreCity,,,,,,
08-01-1991,21.9,,27.0,0.0,BangaloreCity,,,,,,
09-01-1991,21.2,14.4,28.1,,BangaloreCity,,,,,,
10-01-1991,22.3,16.3,29.2,0.0,BangaloreCity,,,,,,
11-01-1991,21.9,17.2,29.0,0.0,BangaloreCity,,,,,,
12-01-1991,18.6,17.7,,,BangaloreCity,,,,,,
13-01-1991,,,,,BangaloreCity,,,,,,
14-01-1991,19.2,15.5,,,BangaloreCity,,,,,,
15-01-1991,21.5,14.5,27.7,,BangaloreCity,,,,,,
16-01-1991,,,,,BangaloreCity,,,,,,
17-01-1991,21.9,17.0,27.8,0.0,BangaloreCity,,,,,,
18-01-1991,22.8,,28.3,0.0,BangaloreCity,,,,,,
19-01-1991,21.7,17.2,28.5,0.0,BangaloreCity,,,,,,
20-01-1991,22.7,18.3,,0.0,BangaloreCity,,,,,,
21-01-1991,22.7,17.8,,0.0,BangaloreCity,,,,,,
22-01-1991,24.4,16.5,30.5,,BangaloreCity,,,,,,
23-01-1991,23.8,15.5,29.8,0.0,BangaloreCity,,,,,,
24-01-1991,21.2,16.1,28.9,0.0,BangaloreCity,,,,,,
25-01-1991,20.9,15.5,26.8,0.0,BangaloreCity,,,,,,
26-01-1991,21.2,14.2,28.0,0.0,BangaloreCity,,,,,,
27-01-1991,21.8,14.0,29.5,0.0,BangaloreCity,,,,,,
28-01-1991,21.8,,31.1,0.0,BangaloreCity,,,,,,
29-01-1991,23.2,,,0.0,BangaloreCity,,,,,,
30-01-1991,19.1,13.9,28.8,0.0,BangaloreCity,,,,,,
31-01-1991,21.3,15.0,28.4,0.0,BangaloreCity,,,,,,
01-02-1991,22.9,17.0,,0.0,BangaloreCity,,,,,,
02-02-1991,24.6,19.2,30.6,0.0,BangaloreCity,,,,,,
